Time,Open,High,Low,Close,Volume
2023.01.03 01:00	1826.63	1830.0	1823.58	1829.2	2380
2023.01.03 02:00	1829.2	1832.08	1828.55	1830.5	2249
2023.01.03 03:00	1830.5	1832.28	1826.65	1828.38	4776
2023.01.03 04:00	1828.38	1839.7	1828.19	1838.27	4480
2023.01.03 05:00	1838.26	1842.96	1838.26	1840.98	3577
2023.01.03 06:00	1840.98	1841.98	1840.12	1840.23	2331
2023.01.03 07:00	1840.23	1841.05	1837.77	1840.28	3712
2023.01.03 08:00	1840.26	1844.07	1839.89	1841.84	4436
2023.01.03 09:00	1841.84	1849.88	1840.92	1847.36	6254
2023.01.03 10:00	1847.38	1847.95	1834.44	1835.98	8791
2023.01.03 11:00	1836.04	1841.92	1834.61	1838.73	8011
2023.01.03 12:00	1838.64	1839.23	1833.61	1834.33	5433
2023.01.03 13:00	1834.35	1834.73	1830.73	1833.1	4750
2023.01.03 14:00	1833.06	1836.3	1831.61	1834.5	4477
2023.01.03 15:00	1834.67	1841.02	1834.04	1838.8	8322
2023.01.03 16:00	1838.83	1849.73	1836.58	1844.68	10237
2023.01.03 17:00	1844.75	1845.36	1827.41	1833.07	12262
2023.01.03 18:00	1833.05	1834.2	1828.17	1834.15	9122
2023.01.03 19:00	1834.2	1839.18	1833.91	1839.18	5627
2023.01.03 20:00	1839.17	1840.14	1837.19	1838.79	5567
2023.01.03 21:00	1838.8	1839.13	1836.41	1838.96	5109
2023.01.03 22:00	1838.98	1839.49	1836.51	1838.05	5196
2023.01.03 23:00	1838.01	1839.83	1837.65	1839.32	1518
2023.01.04 01:00	1838.42	1839.03	1836.28	1836.34	1437
2023.01.04 02:00	1836.31	1839.03	1836.02	1838.49	2910
2023.01.04 03:00	1838.48	1844.4	1838.09	1844.27	5007
2023.01.04 04:00	1844.19	1845.93	1843.31	1845.66	2978
2023.01.04 05:00	1845.61	1846.99	1844.98	1845.49	2605
2023.01.04 06:00	1845.5	1846.68	1845.27	1846.53	2544
2023.01.04 07:00	1846.55	1846.92	1844.54	1846.3	3638
2023.01.04 08:00	1846.31	1848.92	1845.59	1847.74	3492
2023.01.04 09:00	1847.7	1858.48	1847.26	1858.16	6873
2023.01.04 10:00	1858.16	1865.01	1856.81	1859.88	8429
2023.01.04 11:00	1859.86	1862.19	1858.74	1860.42	6577
2023.01.04 12:00	1860.44	1861.44	1857.51	1858.68	4628
2023.01.04 13:00	1858.64	1862.72	1857.74	1859.96	4742
2023.01.04 14:00	1859.76	1860.25	1852.94	1853.59	5996
2023.01.04 15:00	1853.59	1862.58	1852.68	1859.98	10863
2023.01.04 16:00	1859.9	1860.77	1855.23	1856.91	11365
2023.01.04 17:00	1856.82	1858.3	1848.83	1857.66	15966
2023.01.04 18:00	1857.68	1860.3	1855.94	1858.45	9648
2023.01.04 19:00	1858.42	1859.9	1850.01	1850.38	6548
2023.01.04 20:00	1850.37	1853.84	1849.55	1850.1	6768
2023.01.04 21:00	1850.17	1852.46	1846.96	1852.34	10112
2023.01.04 22:00	1852.29	1855.63	1851.25	1855.24	5989
2023.01.04 23:00	1855.21	1857.05	1853.51	1854.5	1452
2023.01.05 01:00	1854.22	1856.88	1853.68	1854.66	1395
2023.01.05 02:00	1854.62	1856.24	1853.84	1855.02	3269
2023.01.05 03:00	1855.02	1858.84	1854.88	1858.68	4474
2023.01.05 04:00	1858.67	1858.67	1853.31	1856.73	4460
2023.01.05 05:00	1856.72	1856.91	1853.18	1853.18	2951
2023.01.05 06:00	1853.25	1853.41	1850.11	1851.93	2709
2023.01.05 07:00	1851.98	1853.33	1850.45	1852.46	3416
2023.01.05 08:00	1852.5	1855.5	1850.58	1850.69	3832
2023.01.05 09:00	1850.66	1854.96	1847.82	1849.31	4732
2023.01.05 10:00	1849.25	1850.25	1843.66	1846.26	8747
2023.01.05 11:00	1846.25	1850.49	1844.55	1848.42	5419
2023.01.05 12:00	1848.56	1851.17	1847.4	1848.96	4477
2023.01.05 13:00	1848.99	1850.69	1846.04	1846.2	4593
2023.01.05 14:00	1846.17	1848.68	1844.65	1845.24	5066
2023.01.05 15:00	1845.33	1848.28	1832.83	1834.63	13712
2023.01.05 16:00	1834.62	1837.72	1831.18	1834.31	13244
2023.01.05 17:00	1834.34	1836.31	1824.95	1826.75	14180
2023.01.05 18:00	1826.75	1831.91	1825.55	1830.56	7059
2023.01.05 19:00	1830.57	1834.09	1829.59	1833.8	5825
2023.01.05 20:00	1833.76	1837.32	1832.04	1835.8	7335
2023.01.05 21:00	1835.83	1836.35	1832.5	1834.18	4491
2023.01.05 22:00	1834.19	1834.2	1831.81	1832.89	3346
2023.01.05 23:00	1832.99	1833.71	1832.4	1832.85	1027
2023.01.06 01:00	1830.04	1833.15	1830.03	1832.73	1059
2023.01.06 02:00	1832.69	1834.71	1831.26	1834.25	2183
2023.01.06 03:00	1834.3	1835.96	1832.27	1835.4	3770
2023.01.06 04:00	1835.35	1840.2	1835.34	1838.11	3227
2023.01.06 05:00	1838.14	1840.71	1838.05	1839.2	3333
2023.01.06 06:00	1839.18	1840.54	1837.89	1837.9	1854
2023.01.06 07:00	1837.85	1838.02	1835.57	1836.91	3740
2023.01.06 08:00	1836.92	1839.69	1836.83	1838.68	2703
2023.01.06 09:00	1838.72	1840.48	1836.53	1838.27	4085
2023.01.06 10:00	1838.23	1840.35	1836.64	1836.9	4007
2023.01.06 11:00	1836.9	1837.26	1833.14	1835.36	4130
2023.01.06 12:00	1835.4	1837.87	1833.95	1836.55	3283
2023.01.06 13:00	1836.53	1839.84	1835.8	1836.59	4125
2023.01.06 14:00	1836.57	1837.63	1834.72	1836.28	4615
2023.01.06 15:00	1836.3	1852.43	1834.29	1851.69	15127
2023.01.06 16:00	1851.64	1852.56	1840.54	1843.48	13896
2023.01.06 17:00	1843.44	1863.14	1843.44	1862.22	17276
2023.01.06 18:00	1862.23	1864.16	1859.77	1863.26	10082
2023.01.06 19:00	1863.33	1864.91	1860.83	1862.25	6570
2023.01.06 20:00	1862.28	1869.39	1861.6	1868.59	5898
2023.01.06 21:00	1868.62	1869.75	1867.89	1868.75	4568
2023.01.06 22:00	1868.77	1869.22	1865.68	1866.71	3418
2023.01.06 23:00	1866.7	1867.13	1865.52	1865.75	1213
2023.01.09 01:00	1867.25	1869.76	1866.18	1869.4	2230
2023.01.09 02:00	1869.4	1870.64	1866.98	1868.4	2912
2023.01.09 03:00	1868.44	1875.11	1868.02	1874.25	5448
2023.01.09 04:00	1874.26	1879.26	1874.07	1878.97	4485
2023.01.09 05:00	1879.01	1879.35	1876.53	1877.0	3125
2023.01.09 06:00	1877.02	1877.86	1876.69	1876.84	2103
2023.01.09 07:00	1876.83	1877.99	1874.52	1877.8	2960
2023.01.09 08:00	1877.81	1879.8	1876.94	1877.85	3509
2023.01.09 09:00	1877.8	1880.84	1873.57	1874.9	6444
2023.01.09 10:00	1874.88	1876.74	1873.46	1873.74	6351
2023.01.09 11:00	1873.76	1874.59	1871.16	1873.47	4532
2023.01.09 12:00	1873.48	1874.76	1871.29	1871.47	4310
2023.01.09 13:00	1871.54	1873.33	1870.4	1872.92	4418
